OpportunityID,AccountName,Industry,Stage,Region,SalesRep,Product,ExpectedRevenue,Probability,CreatedDate,CloseDate
806,Wayne Enterprises,Healthcare,Qualification,Middle East,Frank,Analytics Suite,156087,91,2024-07-21,2024-09-11
807,Umbrella,Finance,Prospecting,Europe,David,Cloud Platform,22825,81,2024-06-27,2024-10-03
808,Soylent,Technology,Negotiation,North America,David,Analytics Suite,127461,46,2024-03-13,2024-03-26
809,Stark Industries,Manufacturing,Closed Won,Asia,Eva,CRM System,92773,31,2024-09-11,2024-12-14
810,Hooli,Technology,Closed Lost,North America,Eva,Cloud Platform,94556,51,2024-03-15,2024-06-20
811,Umbrella,Finance,Prospecting,Europe,Charlie,AI Module,44221,51,2024-06-16,2024-09-09
812,Umbrella,Retail,Negotiation,Europe,Bob,AI Module,168575,30,2024-08-15,2024-08-29
813,Acme Corp,Manufacturing,Proposal,North America,Charlie,AI Module,34008,72,2024-06-30,2024-09-01
814,Stark Industries,Manufacturing,Qualification,North America,Eva,Cloud Platform,184039,84,2024-08-21,2024-10-13
815,Soylent,Healthcare,Negotiation,North America,Alice,CRM System,115785,17,2024-04-25,2024-07-14
816,Stark Industries,Technology,Proposal,Europe,Bob,Cloud Platform,153801,65,2024-01-23,2024-05-05
817,Soylent,Finance,Qualification,South America,Frank,Security Package,162165,71,2024-03-16,2024-06-08
818,Umbrella,Finance,Closed Lost,North America,David,Cloud Platform,182822,82,2024-08-09,2024-11-15
819,Stark Industries,Finance,Qualification,Middle East,Alice,Analytics Suite,183341,95,2024-04-15,2024-06-22
820,Initech,Finance,Qualification,Europe,Alice,AI Module,197517,64,2024-06-29,2024-10-02
821,Soylent,Retail,Proposal,South America,Frank,Cloud Platform,83478,65,2024-06-09,2024-08-31
822,Soylent,Finance,Prospecting,Asia,David,Security Package,7078,32,2024-08-31,2024-10-18
823,Stark Industries,Retail,Closed Lost,South America,Frank,Analytics Suite,10783,25,2024-02-08,2024-05-02
824,Hooli,Retail,Proposal,Asia,Charlie,CRM System,156690,99,2024-04-06,2024-06-28
825,Umbrella,Healthcare,Proposal,South America,Bob,Cloud Platform,193975,52,2024-08-17,2024-10-03
826,Hooli,Healthcare,Negotiation,Europe,Alice,AI Module,30597,43,2024-02-17,2024-05-12
827,Hooli,Technology,Negotiation,Middle East,Frank,Analytics Suite,44302,48,2024-07-20,2024-08-18
828,Globex,Finance,Closed Won,Europe,Frank,Cloud Platform,192718,40,2024-06-25,2024-10-13
829,Soylent,Retail,Proposal,South America,Charlie,Analytics Suite,138539,51,2024-07-29,2024-09-24
830,Stark Industries,Healthcare,Proposal,South America,David,Analytics Suite,187507,87,2024-09-01,2024-11-03
831,Hooli,Finance,Closed Won,Asia,Charlie,Analytics Suite,30488,96,2024-05-29,2024-08-07
832,Hooli,Healthcare,Proposal,North America,Alice,Security Package,19118,45,2024-01-31,2024-03-27
833,Umbrella,Healthcare,Proposal,Europe,Bob,Cloud Platform,135311,83,2024-04-07,2024-05-16
834,Wayne Enterprises,Technology,Closed Won,Asia,Bob,Analytics Suite,120726,40,2024-06-09,2024-07-17
835,Globex,Retail,Closed Won,South America,David,Cloud Platform,112045,22,2024-07-18,2024-09-05
836,Umbrella,Retail,Closed Won,South America,Charlie,Analytics Suite,47948,72,2024-08-18,2024-11-06
837,Hooli,Healthcare,Qualification,North America,Eva,AI Module,50343,24,2024-04-09,2024-04-21
838,Umbrella,Finance,Negotiation,Europe,Bob,Cloud Platform,165328,86,2024-03-06,2024-03-25
839,Initech,Retail,Closed Won,South America,Eva,Cloud Platform,42283,85,2024-07-29,2024-11-15
840,Acme Corp,Technology,Qualification,Middle East,Charlie,AI Module,5327,69,2024-07-08,2024-07-26
841,Stark Industries,Retail,Closed Lost,North America,Charlie,Cloud Platform,33759,64,2024-05-08,2024-05-26
842,Globex,Technology,Negotiation,North America,Eva,Analytics Suite,90571,96,2024-02-23,2024-03-07
843,Hooli,Finance,Closed Won,Asia,David,Security Package,14067,63,2024-03-25,2024-06-23
844,Hooli,Healthcare,Closed Lost,Asia,Eva,Cloud Platform,26352,65,2024-02-23,2024-05-15
845,Hooli,Finance,Proposal,Asia,Alice,AI Module,119587,76,2024-05-16,2024-08-07
846,Stark Industries,Finance,Proposal,South America,Eva,Security Package,175276,76,2024-03-19,2024-04-25
847,Acme Corp,Technology,Negotiation,North America,Eva,Cloud Platform,25452,74,2024-10-21,2024-11-23
848,Globex,Finance,Prospecting,Europe,David,Analytics Suite,28761,89,2024-09-15,2024-10-22
849,Stark Industries,Healthcare,Negotiation,Middle East,Alice,CRM System,173872,68,2024-09-16,2024-11-23
850,Wayne Enterprises,Retail,Qualification,South America,Charlie,CRM System,174384,30,2024-05-26,2024-07-01
851,Hooli,Technology,Proposal,South America,Alice,Security Package,95835,53,2024-08-30,2024-10-06
852,Wayne Enterprises,Technology,Closed Lost,Europe,Eva,AI Module,169127,99,2024-09-20,2024-12-03
853,Globex,Finance,Closed Lost,South America,Frank,Cloud Platform,61918,25,2024-09-05,2024-11-19
854,Hooli,Finance,Proposal,Europe,Charlie,CRM System,83339,34,2024-09-19,2024-10-21
855,Stark Industries,Finance,Closed Won,Europe,David,CRM System,90356,70,2024-01-01,2024-02-11
856,Soylent,Manufacturing,Qualification,North America,Charlie,Cloud Platform,87432,13,2024-01-29,2024-02-26
857,Initech,Healthcare,Prospecting,South America,David,Cloud Platform,147112,18,2024-01-17,2024-02-21
858,Initech,Finance,Qualification,South America,Eva,AI Module,35597,30,2024-02-13,2024-05-01
859,Umbrella,Manufacturing,Qualification,Middle East,Alice,Cloud Platform,89165,77,2024-08-11,2024-10-08
860,Stark Industries,Technology,Qualification,Europe,Alice,CRM System,101399,57,2024-04-22,2024-07-17
861,Stark Industries,Healthcare,Qualification,Middle East,Alice,Cloud Platform,181749,56,2024-02-06,2024-04-06
862,Stark Industries,Manufacturing,Prospecting,Middle East,Frank,Analytics Suite,98930,72,2024-06-16,2024-06-26
863,Acme Corp,Technology,Qualification,Middle East,Alice,CRM System,96072,29,2024-09-20,2024-11-13
864,Wayne Enterprises,Retail,Prospecting,Asia,Alice,Security Package,186537,55,2024-06-09,2024-09-10
865,Hooli,Retail,Negotiation,North America,Bob,AI Module,93608,69,2024-09-27,2024-11-30
866,Hooli,Healthcare,Closed Lost,Europe,Eva,CRM System,172230,70,2024-04-05,2024-05-16
867,Wayne Enterprises,Manufacturing,Qualification,South America,Alice,Cloud Platform,72374,68,2024-01-13,2024-01-27
868,Umbrella,Manufacturing,Closed Won,Asia,Frank,AI Module,193600,16,2024-05-03,2024-08-24
869,Initech,Technology,Prospecting,Asia,Alice,AI Module,147658,90,2024-01-11,2024-05-05
870,Umbrella,Retail,Closed Lost,Asia,David,Security Package,99520,73,2024-01-06,2024-04-14
871,Initech,Retail,Closed Lost,South America,Eva,Analytics Suite,23463,81,2024-05-23,2024-07-17
872,Initech,Finance,Prospecting,Asia,David,Analytics Suite,154072,97,2024-04-27,2024-08-07
873,Globex,Manufacturing,Closed Lost,Asia,Alice,Cloud Platform,54350,30,2024-04-24,2024-05-25
874,Umbrella,Healthcare,Qualification,South America,Eva,Analytics Suite,133522,76,2024-03-25,2024-05-12
875,Globex,Retail,Closed Won,North America,Eva,AI Module,96926,67,2024-08-20,2024-09-22
876,Umbrella,Healthcare,Closed Lost,Asia,Eva,Cloud Platform,109630,36,2024-03-21,2024-05-25
877,Hooli,Healthcare,Closed Lost,Europe,Charlie,Analytics Suite,123964,56,2024-06-26,2024-08-05
878,Stark Industries,Finance,Closed Won,North America,Bob,Cloud Platform,167371,80,2024-01-27,2024-05-16
879,Initech,Retail,Qualification,South America,Bob,AI Module,80370,87,2024-05-28,2024-09-11
880,Hooli,Healthcare,Closed Won,North America,Alice,AI Module,12984,58,2024-06-23,2024-08-15
881,Initech,Retail,Prospecting,North America,Bob,CRM System,82030,69,2024-01-31,2024-05-20
882,Soylent,Finance,Closed Lost,Middle East,Eva,Analytics Suite,20210,68,2024-09-12,2024-10-07
883,Globex,Technology,Qualification,South America,Charlie,Analytics Suite,167362,60,2024-07-05,2024-08-12
884,Hooli,Technology,Qualification,North America,Bob,Security Package,21854,66,2024-01-28,2024-02-16
885,Wayne Enterprises,Technology,Qualification,South America,Bob,Analytics Suite,181685,55,2024-04-03,2024-05-21
886,Stark Industries,Healthcare,Negotiation,Asia,Charlie,Cloud Platform,22125,58,2024-02-07,2024-06-05
887,Acme Corp,Healthcare,Qualification,South America,David,Cloud Platform,9560,33,2024-01-03,2024-03-30
888,Umbrella,Healthcare,Proposal,North America,Alice,AI Module,15081,78,2024-10-11,2024-11-16
889,Hooli,Retail,Proposal,South America,Eva,Cloud Platform,158236,82,2024-07-26,2024-10-11
890,Acme Corp,Manufacturing,Prospecting,Middle East,Frank,Security Package,30086,26,2024-05-16,2024-09-10
891,Soylent,Retail,Negotiation,Middle East,Charlie,AI Module,61930,11,2024-06-07,2024-07-26
892,Initech,Technology,Negotiation,Middle East,David,AI Module,198981,61,2024-03-31,2024-07-18
893,Globex,Manufacturing,Closed Won,South America,Frank,AI Module,155326,55,2024-09-10,2024-10-14
894,Wayne Enterprises,Finance,Qualification,North America,Alice,Analytics Suite,28392,90,2024-01-31,2024-05-19
895,Acme Corp,Manufacturing,Proposal,Asia,David,Cloud Platform,63865,48,2024-04-11,2024-05-16
896,Globex,Finance,Negotiation,Europe,Alice,Analytics Suite,174776,14,2024-02-10,2024-05-30
897,Initech,Healthcare,Proposal,Asia,Bob,CRM System,93405,36,2024-01-01,2024-03-24
898,Globex,Technology,Proposal,Middle East,Charlie,AI Module,44487,85,2024-09-29,2024-11-02
899,Stark Industries,Healthcare,Qualification,North America,Alice,CRM System,77529,15,2024-04-16,2024-07-23
900,Globex,Retail,Proposal,South America,Charlie,Analytics Suite,123720,48,2024-05-22,2024-06-18
901,Wayne Enterprises,Healthcare,Prospecting,South America,Charlie,Cloud Platform,188932,40,2024-07-22,2024-09-04
902,Hooli,Healthcare,Prospecting,North America,Frank,AI Module,50558,34,2024-04-18,2024-06-30
903,Umbrella,Manufacturing,Negotiation,North America,David,CRM System,19383,85,2024-05-01,2024-07-08
904,Stark Industries,Finance,Negotiation,Middle East,Eva,CRM System,158641,55,2024-01-08,2024-02-08
905,Acme Corp,Technology,Closed Won,Middle East,David,AI Module,98089,27,2024-01-30,2024-05-04
906,Soylent,Healthcare,Proposal,North America,Frank,Security Package,32895,79,2024-06-16,2024-07-19
907,Wayne Enterprises,Healthcare,Negotiation,Middle East,David,AI Module,41949,65,2024-07-19,2024-11-15
908,Globex,Finance,Qualification,Europe,Eva,CRM System,81901,72,2024-06-16,2024-09-08
909,Globex,Retail,Negotiation,South America,Frank,Analytics Suite,96744,35,2024-04-08,2024-05-03
910,Hooli,Retail,Prospecting,Middle East,Eva,Analytics Suite,49496,23,2024-02-22,2024-06-12
911,Soylent,Manufacturing,Proposal,Middle East,David,CRM System,159138,30,2024-04-13,2024-05-30
912,Stark Industries,Finance,Prospecting,Middle East,Charlie,Analytics Suite,21133,14,2024-06-18,2024-09-30
913,Stark Industries,Healthcare,Negotiation,North America,Bob,Analytics Suite,22323,89,2024-05-18,2024-06-03
914,Stark Industries,Retail,Negotiation,Europe,Eva,Security Package,53022,45,2024-03-20,2024-07-02
915,Acme Corp,Retail,Prospecting,Middle East,Bob,CRM System,137681,68,2024-08-25,2024-12-15
916,Initech,Technology,Closed Lost,Europe,Charlie,Cloud Platform,135261,71,2024-05-27,2024-07-09
917,Umbrella,Technology,Closed Won,Europe,Eva,Security Package,61107,50,2024-02-12,2024-05-04
918,Wayne Enterprises,Manufacturing,Closed Won,North America,Alice,CRM System,128797,12,2024-08-02,2024-10-26
919,Soylent,Retail,Negotiation,Middle East,Alice,Analytics Suite,182471,81,2024-01-28,2024-03-09
920,Globex,Retail,Closed Won,Europe,David,Analytics Suite,143168,84,2024-03-14,2024-07-08
921,Stark Industries,Finance,Prospecting,Middle East,Bob,Cloud Platform,171553,23,2024-10-08,2024-11-16
922,Initech,Technology,Proposal,Middle East,Alice,Analytics Suite,122874,22,2024-05-25,2024-09-02
923,Umbrella,Technology,Negotiation,Asia,David,Cloud Platform,39264,85,2024-10-20,2024-12-06
924,Soylent,Retail,Qualification,South America,David,Analytics Suite,59469,74,2024-03-09,2024-03-28
925,Globex,Manufacturing,Closed Lost,Middle East,David,AI Module,102598,46,2024-10-02,2025-01-15
926,Stark Industries,Retail,Closed Won,North America,Frank,AI Module,153166,40,2024-07-04,2024-09-05
927,Acme Corp,Healthcare,Closed Won,South America,Charlie,Analytics Suite,116287,16,2024-05-12,2024-08-11
928,Soylent,Technology,Qualification,North America,Bob,Cloud Platform,161813,11,2024-03-03,2024-06-10
929,Stark Industries,Technology,Closed Lost,North America,Eva,Cloud Platform,174228,27,2024-04-15,2024-05-13
930,Globex,Finance,Qualification,North America,David,Security Package,138716,51,2024-05-24,2024-09-09
931,Initech,Manufacturing,Closed Lost,Asia,Eva,AI Module,192454,11,2024-10-14,2025-01-04
932,Soylent,Finance,Prospecting,South America,Alice,Security Package,123518,48,2024-10-24,2025-01-16
933,Wayne Enterprises,Technology,Closed Lost,North America,Charlie,Cloud Platform,50824,90,2024-04-11,2024-04-21
934,Umbrella,Manufacturing,Prospecting,Asia,Frank,Analytics Suite,39323,22,2024-05-26,2024-07-08
935,Acme Corp,Retail,Closed Won,South America,Eva,AI Module,165505,74,2024-05-07,2024-08-18
936,Soylent,Retail,Closed Lost,North America,David,CRM System,186883,62,2024-04-26,2024-07-20
937,Hooli,Manufacturing,Proposal,North America,Charlie,Analytics Suite,189705,96,2024-07-31,2024-11-16
938,Soylent,Healthcare,Prospecting,Middle East,David,Cloud Platform,37286,42,2024-02-04,2024-05-05
939,Hooli,Retail,Closed Lost,South America,Charlie,AI Module,14719,90,2024-06-17,2024-09-10
940,Acme Corp,Finance,Prospecting,Europe,Eva,Cloud Platform,174709,37,2024-07-25,2024-10-22
941,Hooli,Retail,Negotiation,North America,Eva,Cloud Platform,93035,44,2024-03-30,2024-07-19
942,Initech,Retail,Closed Lost,North America,Alice,CRM System,102484,34,2024-04-12,2024-07-12
943,Umbrella,Healthcare,Negotiation,North America,Frank,Cloud Platform,186273,12,2024-01-24,2024-04-12
944,Globex,Retail,Prospecting,Middle East,Bob,Cloud Platform,176537,40,2024-03-04,2024-03-25
945,Wayne Enterprises,Finance,Proposal,Middle East,Frank,Cloud Platform,108760,40,2024-06-24,2024-07-06
946,Initech,Finance,Closed Won,Middle East,David,CRM System,117911,79,2024-02-02,2024-03-09
947,Globex,Finance,Qualification,South America,David,Security Package,92030,73,2024-04-29,2024-06-18
948,Stark Industries,Technology,Closed Lost,Asia,Alice,Cloud Platform,127959,98,2024-03-26,2024-04-30
949,Hooli,Retail,Prospecting,South America,Frank,Cloud Platform,105351,16,2024-08-04,2024-10-28
950,Umbrella,Retail,Proposal,Asia,Charlie,Analytics Suite,27440,87,2024-07-10,2024-10-31
951,Initech,Manufacturing,Proposal,Europe,Frank,AI Module,68771,27,2024-04-18,2024-05-10
952,Soylent,Healthcare,Proposal,South America,Charlie,AI Module,168082,47,2024-10-22,2025-01-26
953,Initech,Technology,Prospecting,North America,Eva,AI Module,147600,92,2024-06-05,2024-09-07
954,Globex,Retail,Prospecting,Europe,Eva,AI Module,23161,29,2024-05-22,2024-07-03
955,Wayne Enterprises,Finance,Closed Lost,North America,David,AI Module,82460,76,2024-04-26,2024-07-02
956,Soylent,Technology,Closed Lost,Asia,Bob,Analytics Suite,148596,66,2024-01-31,2024-04-04
957,Acme Corp,Technology,Proposal,Middle East,David,CRM System,41559,33,2024-03-05,2024-03-16
958,Initech,Finance,Proposal,Asia,Frank,AI Module,173158,27,2024-05-19,2024-07-21
959,Initech,Manufacturing,Closed Lost,South America,Charlie,Analytics Suite,36923,70,2024-10-20,2024-11-18
960,Soylent,Retail,Prospecting,Europe,Bob,Analytics Suite,92897,43,2024-05-08,2024-08-04
961,Initech,Healthcare,Closed Won,Europe,Bob,Cloud Platform,15724,61,2024-04-29,2024-06-21
962,Wayne Enterprises,Manufacturing,Prospecting,Europe,Alice,AI Module,132544,28,2024-10-17,2025-01-18
963,Soylent,Healthcare,Negotiation,Asia,Eva,Analytics Suite,90758,52,2024-01-19,2024-04-11
964,Acme Corp,Healthcare,Proposal,South America,Bob,Analytics Suite,123409,82,2024-10-15,2024-12-13
965,Initech,Retail,Closed Won,Middle East,Frank,Analytics Suite,81654,51,2024-04-28,2024-06-13
966,Stark Industries,Technology,Qualification,Europe,David,Analytics Suite,138983,86,2024-08-03,2024-09-16
967,Globex,Finance,Prospecting,Middle East,Charlie,Security Package,173099,11,2024-07-29,2024-08-14
968,Initech,Healthcare,Proposal,Europe,Eva,Analytics Suite,27985,67,2024-10-16,2024-11-16
969,Soylent,Manufacturing,Prospecting,Europe,Frank,CRM System,192785,86,2024-09-22,2024-11-08
970,Soylent,Retail,Qualification,Asia,David,CRM System,184984,74,2024-07-15,2024-10-15
971,Globex,Retail,Prospecting,North America,Charlie,AI Module,61423,70,2024-05-11,2024-08-09
972,Globex,Manufacturing,Closed Won,Europe,David,AI Module,188053,43,2024-04-19,2024-07-08
973,Soylent,Healthcare,Qualification,North America,David,AI Module,46840,53,2024-01-13,2024-04-11
974,Hooli,Healthcare,Negotiation,Asia,Eva,Analytics Suite,173488,49,2024-05-19,2024-07-06
975,Soylent,Healthcare,Negotiation,Europe,Charlie,AI Module,66877,66,2024-09-12,2025-01-05
976,Initech,Manufacturing,Proposal,South America,David,AI Module,184091,33,2024-08-17,2024-11-12
977,Soylent,Healthcare,Negotiation,Europe,Bob,CRM System,180994,32,2024-04-26,2024-07-02
978,Globex,Manufacturing,Prospecting,Europe,Frank,AI Module,159252,86,2024-05-28,2024-06-27
979,Initech,Retail,Closed Won,South America,Frank,Cloud Platform,143249,76,2024-07-20,2024-07-31
980,Soylent,Manufacturing,Negotiation,South America,Eva,Analytics Suite,129969,99,2024-09-07,2024-11-04
981,Acme Corp,Finance,Proposal,Europe,Alice,Analytics Suite,58283,68,2024-01-26,2024-03-22
982,Globex,Technology,Prospecting,Middle East,Bob,Analytics Suite,33195,26,2024-02-15,2024-04-18
983,Hooli,Technology,Proposal,Asia,Charlie,Cloud Platform,161122,94,2024-09-16,2024-10-26
984,Wayne Enterprises,Finance,Proposal,Middle East,Frank,Security Package,116921,61,2024-01-20,2024-03-03
985,Acme Corp,Manufacturing,Closed Won,Europe,Bob,Security Package,183464,69,2024-06-28,2024-09-17
986,Initech,Technology,Closed Lost,North America,David,CRM System,40579,88,2024-03-15,2024-05-15
987,Globex,Finance,Closed Won,South America,Alice,Security Package,47316,15,2024-02-24,2024-04-25
988,Initech,Healthcare,Proposal,South America,Eva,Cloud Platform,159019,57,2024-07-15,2024-09-09
989,Umbrella,Finance,Proposal,North America,Frank,CRM System,66035,26,2024-05-14,2024-08-26
990,Globex,Technology,Negotiation,Asia,Alice,Analytics Suite,196236,10,2024-03-09,2024-06-12
991,Initech,Manufacturing,Negotiation,Asia,Frank,AI Module,70002,57,2024-02-10,2024-04-06
992,Acme Corp,Manufacturing,Qualification,Europe,Bob,Analytics Suite,109361,32,2024-04-06,2024-06-22
993,Initech,Manufacturing,Closed Lost,Europe,Alice,AI Module,175166,92,2024-06-01,2024-09-23
994,Soylent,Technology,Closed Won,South America,Charlie,AI Module,68541,38,2024-02-20,2024-03-26
995,Stark Industries,Healthcare,Closed Lost,North America,Frank,Analytics Suite,68491,85,2024-07-21,2024-11-12
996,Soylent,Manufacturing,Negotiation,North America,David,Cloud Platform,98723,48,2024-06-27,2024-08-17
997,Acme Corp,Retail,Proposal,Middle East,David,Analytics Suite,123105,83,2024-06-13,2024-09-17
998,Initech,Healthcare,Negotiation,Asia,Charlie,Cloud Platform,161081,11,2024-05-26,2024-08-09
999,Globex,Finance,Qualification,Asia,David,Security Package,137777,25,2024-04-20,2024-08-07
1000,Acme Corp,Retail,Negotiation,Europe,Eva,Security Package,128858,30,2024-06-30,2024-09-12
